pair_id,file_a,file_b,label
calibration_000265,id10017/PynZ3bQ3Ga4/00002.wav,id10017/pOJlOI5cDZw/00003.wav,1
calibration_000266,id10724/xS_Mh-DOAI0/00012.wav,id11136/z1dLArSg5PQ/00001.wav,0
calibration_000267,id10724/gqGgO5EQ0HQ/00002.wav,id10724/uw8SDDK6Mbk/00011.wav,1
calibration_000268,id10852/jZLH__45hVM/00001.wav,id10852/sVUfcg8XQzg/00054.wav,1
calibration_000269,id10017/5r-26vNFeJU/00002.wav,id10017/7QOGR0zvTxY/00001.wav,1
calibration_000270,id10393/WqPniXc7PxY/00015.wav,id10956/M2k_enZdWu4/00027.wav,0
calibration_000271,id10852/bezBfE_aCrI/00004.wav,id10852/g5hgDbVpBQY/00004.wav,1
calibration_000272,id10017/CYb_opUpiw4/00019.wav,id11100/Yp4Tnl9Ob9Y/00033.wav,0
calibration_000273,id10912/WKkZvGACy8w/00006.wav,id10912/wrWW-p4guKQ/00003.wav,1
calibration_000274,id11100/_X7bgANxPnQ/00003.wav,id11130/nHUYI8o-lWg/00005.wav,0
calibration_000275,id10956/JtKyh83pDBs/00002.wav,id10956/SK9iVw56wXs/00006.wav,1
calibration_000276,id10724/xS_Mh-DOAI0/00014.wav,id11100/3gQ8REIxTmw/00003.wav,0
calibration_000277,id10393/RJU2Lx3pz6U/00004.wav,id11136/Axf1v9rZsEw/00013.wav,0
calibration_000278,id10724/XVoRDzwHwDU/00027.wav,id11130/kYJi779BvMU/00001.wav,0
calibration_000279,id11100/YaYaPzSxRA8/00001.wav,id11100/wcAkOIVPI_I/00001.wav,1
calibration_000280,id10393/VG1kjxkcfcA/00001.wav,id10393/zv3AoFFDWGs/00026.wav,1
calibration_000281,id10393/zv3AoFFDWGs/00018.wav,id10956/8Jim3lamzDQ/00002.wav,0
calibration_000282,id10393/JhbyTN4ivRg/00016.wav,id10956/RFfFOkaYMTU/00003.wav,0
calibration_000283,id10393/UGid3tWJXKw/00009.wav,id11100/_X7bgANxPnQ/00003.wav,0
calibration_000284,id11136/lgn4MoVWAd0/00002.wav,id11136/ugbeDncv40A/00001.wav,1
calibration_000285,id10956/h_vFlQ6YUAU/00020.wav,id11136/klEOH87-aro/00001.wav,0
calibration_000286,id10956/JtKyh83pDBs/00002.wav,id10956/elnEP8CFnec/00001.wav,1
calibration_000287,id10393/sV_ohWbzzQg/00013.wav,id11136/Axf1v9rZsEw/00017.wav,0
calibration_000288,id10956/5ipwzaOLhPQ/00004.wav,id10956/6ewLksV5OWo/00002.wav,1
calibration_000289,id11130/HJnzTUM9G8E/00003.wav,id11130/HpRqgDTPkP0/00004.wav,1
calibration_000290,id10912/NBh6Y-hphmo/00016.wav,id10912/Yf93Q8L4xhs/00019.wav,1
calibration_000291,id10393/UGid3tWJXKw/00005.wav,id10956/SK9iVw56wXs/00002.wav,0
calibration_000292,id10956/E3vmxDVWP3Q/00001.wav,id11100/6geoWeYvFFw/00002.wav,0
calibration_000293,id11130/NbELtjnkhYY/00002.wav,id11136/lgn4MoVWAd0/00001.wav,0
calibration_000294,id10852/JZIc4U87Mr4/00005.wav,id10852/bezBfE_aCrI/00004.wav,1
calibration_000295,id10912/Yf93Q8L4xhs/00023.wav,id10912/ad3NhT2tA7E/00002.wav,1
calibration_000296,id10956/5ipwzaOLhPQ/00004.wav,id10956/JtKyh83pDBs/00003.wav,1
calibration_000297,id10017/pOJlOI5cDZw/00003.wav,id11100/6geoWeYvFFw/00006.wav,0
calibration_000298,id11130/F8zXHQZ_VyA/00005.wav,id11130/KwA1y-PAbYU/00001.wav,1
calibration_000299,id11100/AnT9rKPkKG0/00003.wav,id11100/vLEjFXUFGQA/00006.wav,1
calibration_000300,id10912/KRRbdyUUtLo/00006.wav,id11100/Yp4Tnl9Ob9Y/00018.wav,0
calibration_000301,id10724/DP5gCFoWgGI/00010.wav,id10724/e-vuV1-N97Q/00005.wav,1
calibration_000302,id10393/1D22Tgx1k4A/00040.wav,id10912/ad3NhT2tA7E/00024.wav,0
calibration_000303,id11100/3wHTyqxyDqk/00003.wav,id11136/ydUt9GgHa9Q/00006.wav,0
calibration_000304,id10912/vvLu_7TpP8c/00015.wav,id11130/jfW15QZTx9k/00005.wav,0
calibration_000305,id10912/wrWW-p4guKQ/00001.wav,id11136/JrfsarsjqF4/00001.wav,0
calibration_000306,id10017/qFUUDSjCy5M/00004.wav,id10393/aWAguBjO03M/00005.wav,0
calibration_000307,id10956/M2k_enZdWu4/00030.wav,id11130/1qEq08w7Q5I/00008.wav,0
calibration_000308,id10724/xS_Mh-DOAI0/00008.wav,id10956/OS1I7a4LNww/00014.wav,0
calibration_000309,id11100/3wHTyqxyDqk/00005.wav,id11100/I3_NJyP6jp0/00013.wav,1
calibration_000310,id10956/h_vFlQ6YUAU/00010.wav,id11130/HJnzTUM9G8E/00004.wav,0
calibration_000311,id10912/Lk1L05xmUwY/00001.wav,id10912/MSiccNrf9o4/00001.wav,1
calibration_000312,id10393/msOWiaq428g/00002.wav,id10393/w3GPw1Kk2yQ/00017.wav,1
calibration_000313,id10017/8rp9UYZp-zA/00004.wav,id10017/pOJlOI5cDZw/00004.wav,1
calibration_000314,id10956/2CsyGLVAS2g/00001.wav,id10956/Agg13sg82pk/00007.wav,1
calibration_000315,id11100/0dK_zszRMGE/00012.wav,id11100/5-veoCefJfQ/00002.wav,1
calibration_000316,id10724/T37JG3wNeTo/00001.wav,id10724/gqGgO5EQ0HQ/00001.wav,1
calibration_000317,id11130/nHUYI8o-lWg/00007.wav,id11136/Axf1v9rZsEw/00016.wav,0
calibration_000318,id11130/tXutBWbk5Mw/00006.wav,id11136/vZjpmzzZ_ng/00004.wav,0
calibration_000319,id10017/CYb_opUpiw4/00003.wav,id10956/pJ4Jnsz1SsA/00008.wav,0
calibration_000320,id11136/dRFCuIsUAOU/00001.wav,id11136/z1dLArSg5PQ/00001.wav,1
calibration_000321,id10912/Lk1L05xmUwY/00002.wav,id10912/MSiccNrf9o4/00001.wav,1
calibration_000322,id10912/wrWW-p4guKQ/00006.wav,id11100/Yp4Tnl9Ob9Y/00006.wav,0
calibration_000323,id10724/DP5gCFoWgGI/00006.wav,id10956/RFfFOkaYMTU/00005.wav,0
calibration_000324,id10017/5r-26vNFeJU/00009.wav,id10724/XVoRDzwHwDU/00003.wav,0
calibration_000325,id10393/JhbyTN4ivRg/00009.wav,id10852/JZIc4U87Mr4/00007.wav,0
calibration_000326,id10956/RsUKqz-Ng84/00008.wav,id10956/SK9iVw56wXs/00008.wav,1
calibration_000327,id11136/JrfsarsjqF4/00001.wav,id11136/vZjpmzzZ_ng/00004.wav,1
calibration_000328,id10393/Z39rBHg_EyE/00003.wav,id10912/JtTrbIAKVQg/00001.wav,0
calibration_000329,id10724/pKOCOOG5Ukw/00002.wav,id10724/xS_Mh-DOAI0/00005.wav,1
calibration_000330,id11130/QY-cK_Kc2OM/00001.wav,id11130/ajiJfJowUIA/00005.wav,1
calibration_000331,id11136/ugbeDncv40A/00001.wav,id11136/z1dLArSg5PQ/00001.wav,1
calibration_000332,id10912/csbEEsKuRO8/00011.wav,id10912/vvLu_7TpP8c/00032.wav,1
calibration_000333,id10852/jZLH__45hVM/00012.wav,id11130/RNKUA8EGl20/00016.wav,0
calibration_000334,id10017/8rp9UYZp-zA/00007.wav,id10393/w3GPw1Kk2yQ/00001.wav,0
calibration_000335,id10724/DP5gCFoWgGI/00010.wav,id10724/JNMeEXwXbqw/00003.wav,1
calibration_000336,id11136/dRFCuIsUAOU/00002.wav,id11136/lgn4MoVWAd0/00002.wav,1
calibration_000337,id10956/Agg13sg82pk/00007.wav,id11130/Zgl6gxMr9x0/00011.wav,0
calibration_000338,id10724/6tFEkfsIeXk/00003.wav,id10724/fUKPz7jr6NE/00001.wav,1
calibration_000339,id10912/c5k0yjQqaww/00001.wav,id10912/vvLu_7TpP8c/00003.wav,1
calibration_000340,id10724/JNMeEXwXbqw/00002.wav,id10724/uw8SDDK6Mbk/00013.wav,1
calibration_000341,id10956/QcoqcI_ReP4/00001.wav,id10956/RsUKqz-Ng84/00007.wav,1
calibration_000342,id11130/EU13lStSa-k/00008.wav,id11130/Zgl6gxMr9x0/00012.wav,1
calibration_000343,id10017/Pkfu9rKM5QA/00001.wav,id11130/h9TIhS400ow/00002.wav,0
calibration_000344,id10724/XVoRDzwHwDU/00006.wav,id10912/Yf93Q8L4xhs/00013.wav,0
calibration_000345,id11100/6Lv08Mbm1q0/00001.wav,id11100/I3_NJyP6jp0/00014.wav,1
calibration_000346,id10852/cucj7WNGWmU/00001.wav,id10852/jZLH__45hVM/00002.wav,1
calibration_000347,id10017/8rp9UYZp-zA/00007.wav,id10724/kHSikgTOz70/00003.wav,0
calibration_000348,id10724/XVoRDzwHwDU/00017.wav,id11100/hFH3_Sz-V7w/00004.wav,0
calibration_000349,id10017/qFUUDSjCy5M/00008.wav,id10017/uy0-9hpmHJs/00002.wav,1
calibration_000350,id11136/Axf1v9rZsEw/00003.wav,id11136/lgn4MoVWAd0/00003.wav,1
calibration_000351,id10393/c1JZyTDFDbk/00005.wav,id10393/zGDrufd0E7U/00001.wav,1
calibration_000352,id10912/GE7RTk2_AqQ/00002.wav,id11136/vZjpmzzZ_ng/00001.wav,0
calibration_000353,id10956/SK9iVw56wXs/00001.wav,id11136/ydUt9GgHa9Q/00004.wav,0
calibration_000354,id10017/8rp9UYZp-zA/00003.wav,id10724/kHSikgTOz70/00002.wav,0
calibration_000355,id10912/H5qe-mHhOyQ/00005.wav,id10912/WKkZvGACy8w/00017.wav,1
calibration_000356,id11100/3wHTyqxyDqk/00010.wav,id11100/EuASmewkxyc/00008.wav,1
calibration_000357,id10956/SK9iVw56wXs/00005.wav,id11100/Yp4Tnl9Ob9Y/00014.wav,0
calibration_000358,id10912/csbEEsKuRO8/00007.wav,id11100/3gQ8REIxTmw/00001.wav,0
calibration_000359,id10017/xH3Pp_5yxOk/00014.wav,id10724/6tFEkfsIeXk/00004.wav,0
calibration_000360,id10912/ad3NhT2tA7E/00015.wav,id11130/nHUYI8o-lWg/00007.wav,0
calibration_000361,id10017/8rp9UYZp-zA/00013.wav,id10017/xH3Pp_5yxOk/00007.wav,1
calibration_000362,id10912/WKkZvGACy8w/00021.wav,id10912/upL-zLqnBxM/00001.wav,1
calibration_000363,id10724/DP5gCFoWgGI/00002.wav,id10912/2yUgv3B_YcI/00001.wav,0
calibration_000364,id11136/lgn4MoVWAd0/00001.wav,id11136/vZjpmzzZ_ng/00001.wav,1
calibration_000365,id10912/i4HQPxxEak8/00003.wav,id10912/nKEsCDKYuIs/00001.wav,1
calibration_000366,id10393/WqPniXc7PxY/00006.wav,id10393/msOWiaq428g/00001.wav,1
calibration_000367,id10852/cucj7WNGWmU/00005.wav,id10852/jZLH__45hVM/00012.wav,1
calibration_000368,id11100/_X7bgANxPnQ/00003.wav,id11136/Pded8L7dHCQ/00001.wav,0
calibration_000369,id11136/X2Y1UPlq0j8/00010.wav,id11136/vZjpmzzZ_ng/00003.wav,1
calibration_000370,id11100/QmihWZJn-a4/00008.wav,id11136/Axf1v9rZsEw/00012.wav,0
calibration_000371,id10017/bNNIcOJGy4w/00004.wav,id10912/vvLu_7TpP8c/00010.wav,0
calibration_000372,id10393/dTOyxqXd_5M/00017.wav,id10724/kHSikgTOz70/00005.wav,0
calibration_000373,id10724/xS_Mh-DOAI0/00008.wav,id10912/wrWW-p4guKQ/00006.wav,0
calibration_000374,id10017/xH3Pp_5yxOk/00009.wav,id10393/JhbyTN4ivRg/00021.wav,0
calibration_000375,id10017/BuecddErOwU/00018.wav,id10017/PynZ3bQ3Ga4/00001.wav,1
calibration_000376,id10393/5tY3jMpviwk/00001.wav,id10393/sV_ohWbzzQg/00008.wav,1
calibration_000377,id10393/hziG7HyqQ6g/00001.wav,id10393/oyWxfzbelHo/00008.wav,1
calibration_000378,id10017/qFUUDSjCy5M/00003.wav,id10852/fRGTY9Zed8I/00011.wav,0
calibration_000379,id10956/E3vmxDVWP3Q/00004.wav,id11136/X2Y1UPlq0j8/00005.wav,0
calibration_000380,id10724/fUKPz7jr6NE/00001.wav,id10724/gqGgO5EQ0HQ/00004.wav,1
calibration_000381,id10956/2CsyGLVAS2g/00001.wav,id10956/aXqRLChwGRo/00001.wav,1
calibration_000382,id10852/sVUfcg8XQzg/00057.wav,id11136/vZjpmzzZ_ng/00004.wav,0
calibration_000383,id11100/4p9Zq781kZ0/00004.wav,id11100/YaYaPzSxRA8/00001.wav,1
calibration_000384,id10017/7QOGR0zvTxY/00002.wav,id10017/8rp9UYZp-zA/00003.wav,1
calibration_000385,id11136/7_Gb0VYQV3s/00002.wav,id11136/vZjpmzzZ_ng/00004.wav,1
calibration_000386,id10017/8rp9UYZp-zA/00010.wav,id11130/F8zXHQZ_VyA/00004.wav,0
calibration_000387,id10956/Agg13sg82pk/00003.wav,id10956/zNzlB5JN_kY/00004.wav,1
calibration_000388,id10956/pJ4Jnsz1SsA/00022.wav,id11130/HJnzTUM9G8E/00008.wav,0
calibration_000389,id10393/dTOyxqXd_5M/00006.wav,id10393/h4Oc0gpPFM0/00001.wav,1
calibration_000390,id10724/6tFEkfsIeXk/00004.wav,id10852/JZIc4U87Mr4/00002.wav,0
calibration_000391,id11100/XjoJ20n9u2M/00002.wav,id11100/hFH3_Sz-V7w/00005.wav,1
calibration_000392,id11136/FNJVgXnZNXM/00001.wav,id11136/lgn4MoVWAd0/00003.wav,1
calibration_000393,id10017/Pkfu9rKM5QA/00003.wav,id10393/1D22Tgx1k4A/00028.wav,0
calibration_000394,id10912/EvCyt2keqW4/00001.wav,id10912/JtTrbIAKVQg/00001.wav,1
calibration_000395,id10724/uw8SDDK6Mbk/00018.wav,id11136/X2Y1UPlq0j8/00004.wav,0
calibration_000396,id10393/c1JZyTDFDbk/00004.wav,id11136/Axf1v9rZsEw/00014.wav,0
calibration_000397,id10393/RJU2Lx3pz6U/00008.wav,id10393/WqPniXc7PxY/00016.wav,1
calibration_000398,id10724/XVoRDzwHwDU/00025.wav,id11136/lgn4MoVWAd0/00001.wav,0
calibration_000399,id10852/3VjC4mp7ZZM/00001.wav,id10852/fRGTY9Zed8I/00006.wav,1
calibration_000400,id11100/4TIelDLLOyE/00002.wav,id11100/6Lv08Mbm1q0/00001.wav,1
calibration_000401,id10017/xH3Pp_5yxOk/00003.wav,id10912/NBh6Y-hphmo/00003.wav,0
calibration_000402,id11100/3wHTyqxyDqk/00012.wav,id11100/4TIelDLLOyE/00001.wav,1
calibration_000403,id11100/Yp4Tnl9Ob9Y/00011.wav,id11130/tXutBWbk5Mw/00007.wav,0
calibration_000404,id10852/g5hgDbVpBQY/00003.wav,id10852/sVUfcg8XQzg/00009.wav,1
calibration_000405,id11136/7_Gb0VYQV3s/00001.wav,id11136/Pded8L7dHCQ/00002.wav,1
calibration_000406,id10724/JNMeEXwXbqw/00004.wav,id10912/vvLu_7TpP8c/00002.wav,0
calibration_000407,id10393/Z39rBHg_EyE/00003.wav,id10393/dTOyxqXd_5M/00026.wav,1
calibration_000408,id10852/JZIc4U87Mr4/00003.wav,id11130/HJnzTUM9G8E/00008.wav,0
calibration_000409,id10017/CYb_opUpiw4/00015.wav,id10956/J-qEplZwXYk/00006.wav,0
calibration_000410,id10017/CYb_opUpiw4/00012.wav,id11100/pjcl0xJsrhw/00001.wav,0
calibration_000411,id10017/CYb_opUpiw4/00008.wav,id10724/kHSikgTOz70/00005.wav,0
calibration_000412,id10956/2CsyGLVAS2g/00001.wav,id10956/8Jim3lamzDQ/00010.wav,1
calibration_000413,id10912/2yUgv3B_YcI/00013.wav,id10912/Yf93Q8L4xhs/00009.wav,1
calibration_000414,id11130/FEam3q144yc/00001.wav,id11130/Vd5d36VtZGE/00001.wav,1
calibration_000415,id10852/JZIc4U87Mr4/00012.wav,id10912/c5k0yjQqaww/00006.wav,0
calibration_000416,id11130/EU13lStSa-k/00002.wav,id11136/lgn4MoVWAd0/00003.wav,0
calibration_000417,id10724/kHSikgTOz70/00004.wav,id11130/yY2yv2W4ZLk/00003.wav,0
calibration_000418,id10393/zv3AoFFDWGs/00021.wav,id11130/Zgl6gxMr9x0/00011.wav,0
calibration_000419,id10017/uy0-9hpmHJs/00001.wav,id10393/oyWxfzbelHo/00043.wav,0
calibration_000420,id10393/JhbyTN4ivRg/00019.wav,id10912/ad3NhT2tA7E/00008.wav,0
calibration_000421,id11130/HJnzTUM9G8E/00014.wav,id11130/KwA1y-PAbYU/00001.wav,1
calibration_000422,id10912/EvCyt2keqW4/00006.wav,id10912/yQeyd53S1uk/00002.wav,1
calibration_000423,id10724/XVoRDzwHwDU/00023.wav,id11136/ugbeDncv40A/00001.wav,0
calibration_000424,id11100/EuASmewkxyc/00005.wav,id11100/I3_NJyP6jp0/00018.wav,1
calibration_000425,id10956/SK9iVw56wXs/00006.wav,id11136/ydUt9GgHa9Q/00005.wav,0
calibration_000426,id10017/BuecddErOwU/00003.wav,id10393/zGDrufd0E7U/00001.wav,0
calibration_000427,id10956/pJ4Jnsz1SsA/00013.wav,id11136/FNJVgXnZNXM/00001.wav,0
calibration_000428,id10393/JhbyTN4ivRg/00018.wav,id10956/M2k_enZdWu4/00001.wav,0
calibration_000429,id11100/Yp4Tnl9Ob9Y/00023.wav,id11130/IZhnh1gf70g/00020.wav,0
calibration_000430,id10956/zNzlB5JN_kY/00002.wav,id11130/nHUYI8o-lWg/00002.wav,0
calibration_000431,id10852/jZLH__45hVM/00014.wav,id10912/NBh6Y-hphmo/00009.wav,0
calibration_000432,id10393/JhbyTN4ivRg/00011.wav,id10393/RJU2Lx3pz6U/00003.wav,1
calibration_000433,id10912/EnAmuPInAvs/00001.wav,id10912/NBh6Y-hphmo/00015.wav,1
calibration_000434,id10393/oyWxfzbelHo/00015.wav,id11130/NbELtjnkhYY/00004.wav,0
calibration_000435,id10393/RJU2Lx3pz6U/00003.wav,id10393/WqPniXc7PxY/00018.wav,1
calibration_000436,id10912/3efhGhqizHg/00002.wav,id10912/JtTrbIAKVQg/00001.wav,1
calibration_000437,id10393/W6T8eysxkzU/00002.wav,id10393/dTOyxqXd_5M/00044.wav,1
calibration_000438,id10393/UGid3tWJXKw/00006.wav,id11136/Axf1v9rZsEw/00007.wav,0
calibration_000439,id10912/Yf93Q8L4xhs/00022.wav,id10956/OS1I7a4LNww/00006.wav,0
calibration_000440,id10017/8rp9UYZp-zA/00008.wav,id10852/sVUfcg8XQzg/00021.wav,0
calibration_000441,id11136/Pded8L7dHCQ/00004.wav,id11136/dRFCuIsUAOU/00002.wav,1
calibration_000442,id10724/XVoRDzwHwDU/00009.wav,id10912/i4HQPxxEak8/00003.wav,0
calibration_000443,id10912/vvLu_7TpP8c/00019.wav,id11100/AnT9rKPkKG0/00005.wav,0
calibration_000444,id10017/BuecddErOwU/00002.wav,id11136/Axf1v9rZsEw/00015.wav,0
calibration_000445,id10852/ch1WvFNOL50/00002.wav,id10852/sVUfcg8XQzg/00042.wav,1
calibration_000446,id11130/yY2yv2W4ZLk/00009.wav,id11136/ydUt9GgHa9Q/00001.wav,0
calibration_000447,id11100/AnT9rKPkKG0/00007.wav,id11100/EuASmewkxyc/00007.wav,1
calibration_000448,id10017/5r-26vNFeJU/00007.wav,id10852/bezBfE_aCrI/00004.wav,0
calibration_000449,id10393/h4Oc0gpPFM0/00001.wav,id11136/Axf1v9rZsEw/00005.wav,0
calibration_000450,id10017/6ya9UpdRCPs/00002.wav,id10017/Pkfu9rKM5QA/00003.wav,1
calibration_000451,id10852/ch1WvFNOL50/00001.wav,id10852/sVUfcg8XQzg/00011.wav,1
calibration_000452,id10017/CYb_opUpiw4/00002.wav,id10393/dTOyxqXd_5M/00014.wav,0
calibration_000453,id10852/JZIc4U87Mr4/00004.wav,id10912/ad3NhT2tA7E/00018.wav,0
calibration_000454,id10724/YsVDo2AO_X0/00001.wav,id10724/e-vuV1-N97Q/00008.wav,1
calibration_000455,id10017/CYb_opUpiw4/00011.wav,id10852/bezBfE_aCrI/00004.wav,0
calibration_000456,id11136/Pded8L7dHCQ/00003.wav,id11136/X2Y1UPlq0j8/00001.wav,1
calibration_000457,id10724/uw8SDDK6Mbk/00006.wav,id11136/lgn4MoVWAd0/00001.wav,0
calibration_000458,id10956/M2k_enZdWu4/00019.wav,id11100/I3_NJyP6jp0/00010.wav,0
calibration_000459,id10724/T37JG3wNeTo/00001.wav,id10724/kHSikgTOz70/00006.wav,1
calibration_000460,id10852/jZLH__45hVM/00007.wav,id11130/Irh4nKsPGwg/00002.wav,0
calibration_000461,id11136/ydUt9GgHa9Q/00005.wav,id11136/z1dLArSg5PQ/00001.wav,1
calibration_000462,id10393/JhbyTN4ivRg/00021.wav,id11136/7_Gb0VYQV3s/00001.wav,0
calibration_000463,id11136/FNJVgXnZNXM/00002.wav,id11136/ugbeDncv40A/00001.wav,1
calibration_000464,id11100/6Daa1crr9QY/00001.wav,id11100/YaYaPzSxRA8/00001.wav,1
calibration_000465,id10393/RJU2Lx3pz6U/00004.wav,id10393/VG1kjxkcfcA/00001.wav,1
calibration_000466,id10393/zv3AoFFDWGs/00014.wav,id11130/IZhnh1gf70g/00003.wav,0
calibration_000467,id11130/RNKUA8EGl20/00012.wav,id11130/kYJi779BvMU/00002.wav,1
calibration_000468,id11130/FEam3q144yc/00001.wav,id11130/yY2yv2W4ZLk/00002.wav,1
calibration_000469,id10912/KRRbdyUUtLo/00004.wav,id10912/vvLu_7TpP8c/00014.wav,1
calibration_000470,id11130/NbELtjnkhYY/00003.wav,id11130/kYJi779BvMU/00004.wav,1
calibration_000471,id10912/EvCyt2keqW4/00008.wav,id10912/NBh6Y-hphmo/00017.wav,1
calibration_000472,id11130/BXJh_XZGrWo/00001.wav,id11130/SkG_FH0eh08/00002.wav,1
calibration_000473,id10393/zv3AoFFDWGs/00010.wav,id11136/X2Y1UPlq0j8/00003.wav,0
calibration_000474,id10724/DP5gCFoWgGI/00002.wav,id10724/YsVDo2AO_X0/00001.wav,1
calibration_000475,id10724/e-vuV1-N97Q/00001.wav,id10956/3z_KK_JmQQ4/00002.wav,0
calibration_000476,id10393/bGMrmiwphO0/00005.wav,id10393/c1JZyTDFDbk/00005.wav,1
calibration_000477,id10017/BuecddErOwU/00007.wav,id11100/_X7bgANxPnQ/00002.wav,0
calibration_000478,id10956/pJ4Jnsz1SsA/00020.wav,id11136/Axf1v9rZsEw/00010.wav,0
calibration_000479,id11130/FEam3q144yc/00001.wav,id11130/IZhnh1gf70g/00007.wav,1
calibration_000480,id10017/CYb_opUpiw4/00017.wav,id10017/xLakEK2bbQw/00003.wav,1
calibration_000481,id10852/3VjC4mp7ZZM/00003.wav,id10852/XuGp-z4niBY/00001.wav,1
calibration_000482,id11100/0dK_zszRMGE/00006.wav,id11136/Axf1v9rZsEw/00016.wav,0
calibration_000483,id11100/6geoWeYvFFw/00001.wav,id11100/xs7wQ9wxtZ0/00001.wav,1
calibration_000484,id10393/aWAguBjO03M/00001.wav,id10724/uw8SDDK6Mbk/00005.wav,0
calibration_000485,id10393/h4Oc0gpPFM0/00001.wav,id10393/msOWiaq428g/00002.wav,1
calibration_000486,id11100/_X7bgANxPnQ/00006.wav,id11100/vLEjFXUFGQA/00006.wav,1
calibration_000487,id10393/sV_ohWbzzQg/00004.wav,id10393/zv3AoFFDWGs/00003.wav,1
calibration_000488,id10724/uw8SDDK6Mbk/00008.wav,id11130/IZhnh1gf70g/00009.wav,0
calibration_000489,id10017/8rp9UYZp-zA/00001.wav,id11100/6Lv08Mbm1q0/00001.wav,0
calibration_000490,id10017/6ya9UpdRCPs/00001.wav,id10017/Px9R6A3XKDM/00001.wav,1
calibration_000491,id10017/qFUUDSjCy5M/00003.wav,id10724/DP5gCFoWgGI/00005.wav,0
calibration_000492,id10852/bezBfE_aCrI/00002.wav,id10956/qM5zMKiGNgg/00006.wav,0
calibration_000493,id10724/kHSikgTOz70/00008.wav,id10724/pKOCOOG5Ukw/00002.wav,1
calibration_000494,id11100/I3_NJyP6jp0/00015.wav,id11136/ydUt9GgHa9Q/00004.wav,0
calibration_000495,id10912/vvLu_7TpP8c/00009.wav,id10956/M2k_enZdWu4/00040.wav,0
calibration_000496,id10393/zv3AoFFDWGs/00016.wav,id11130/IZhnh1gf70g/00014.wav,0
calibration_000497,id11100/Yp4Tnl9Ob9Y/00001.wav,id11130/uZCf5BK2BUQ/00002.wav,0
calibration_000498,id10393/JhbyTN4ivRg/00016.wav,id10956/pJ4Jnsz1SsA/00005.wav,0
calibration_000499,id11100/QmihWZJn-a4/00002.wav,id11100/xs7wQ9wxtZ0/00011.wav,1
calibration_000500,id10852/JZIc4U87Mr4/00020.wav,id10912/vvLu_7TpP8c/00009.wav,0
calibration_000501,id11130/7j_105F0RmM/00008.wav,id11130/YSNOW9_jlSY/00004.wav,1
calibration_000502,id10852/3VjC4mp7ZZM/00002.wav,id10852/ch1WvFNOL50/00001.wav,1
calibration_000503,id10017/iwN6Hu6xyM0/00001.wav,id10017/xH3Pp_5yxOk/00003.wav,1
calibration_000504,id10724/XVoRDzwHwDU/00032.wav,id10852/jZLH__45hVM/00006.wav,0
calibration_000505,id10017/Px9R6A3XKDM/00003.wav,id10017/qFUUDSjCy5M/00002.wav,1
calibration_000506,id11136/7_Gb0VYQV3s/00002.wav,id11136/z1dLArSg5PQ/00001.wav,1
calibration_000507,id10852/2iV9HT3E1Ls/00002.wav,id10852/XgXbHX3_xIA/00002.wav,1
calibration_000508,id10724/XVoRDzwHwDU/00030.wav,id10724/pKOCOOG5Ukw/00002.wav,1
calibration_000509,id10017/5VxX7ZI5z5s/00004.wav,id10724/DP5gCFoWgGI/00007.wav,0
calibration_000510,id11100/AnT9rKPkKG0/00003.wav,id11100/hFH3_Sz-V7w/00004.wav,1
calibration_000511,id10017/xH3Pp_5yxOk/00016.wav,id10393/dTOyxqXd_5M/00036.wav,0
calibration_000512,id10724/DP5gCFoWgGI/00001.wav,id11130/kYJi779BvMU/00001.wav,0
calibration_000513,id10393/dTOyxqXd_5M/00015.wav,id11136/vZjpmzzZ_ng/00003.wav,0
calibration_000514,id11130/BXJh_XZGrWo/00001.wav,id11130/o-hOCXnEFGc/00001.wav,1
calibration_000515,id10393/WqPniXc7PxY/00014.wav,id11100/I3_NJyP6jp0/00011.wav,0
calibration_000516,id10912/JtTrbIAKVQg/00001.wav,id10912/VeqfQfXAwRY/00001.wav,1
calibration_000517,id10956/6ewLksV5OWo/00002.wav,id10956/QcoqcI_ReP4/00001.wav,1
calibration_000518,id11136/ydUt9GgHa9Q/00004.wav,id11136/z1dLArSg5PQ/00001.wav,1
calibration_000519,id11130/7j_105F0RmM/00006.wav,id11130/uZCf5BK2BUQ/00003.wav,1
calibration_000520,id10393/VG1kjxkcfcA/00001.wav,id10393/kLnCqvMY1uE/00005.wav,1
calibration_000521,id11136/Pded8L7dHCQ/00002.wav,id11136/X2Y1UPlq0j8/00005.wav,1
calibration_000522,id10852/fRGTY9Zed8I/00008.wav,id10912/2yUgv3B_YcI/00013.wav,0
calibration_000523,id10724/XVoRDzwHwDU/00004.wav,id10852/2iV9HT3E1Ls/00013.wav,0
calibration_000524,id10956/6ewLksV5OWo/00001.wav,id10956/E3vmxDVWP3Q/00004.wav,1
calibration_000525,id10393/bGMrmiwphO0/00001.wav,id10393/pxNluJ_THJg/00001.wav,1
calibration_000526,id10017/BuecddErOwU/00007.wav,id10912/2yUgv3B_YcI/00017.wav,0
calibration_000527,id10852/cucj7WNGWmU/00004.wav,id11130/F8zXHQZ_VyA/00009.wav,0
calibration_000528,id11136/klEOH87-aro/00001.wav,id11136/lgn4MoVWAd0/00003.wav,1
calibration_000529,id10393/W6T8eysxkzU/00001.wav,id10393/zv3AoFFDWGs/00014.wav,1
