pair_id,file_a,file_b,utterance_id_a,utterance_id_b,label,similarity,status,error
calibration_000464,id11100/6Daa1crr9QY/00001.wav,id11100/YaYaPzSxRA8/00001.wav,utt_004047,utt_004179,1,0.6892728805541992,success,
calibration_000465,id10393/RJU2Lx3pz6U/00004.wav,id10393/VG1kjxkcfcA/00001.wav,utt_001365,utt_001402,1,0.7046054005622864,success,
calibration_000466,id10393/zv3AoFFDWGs/00014.wav,id11130/IZhnh1gf70g/00003.wav,utt_001460,utt_004331,0,0.33584079146385193,success,
calibration_000467,id11130/RNKUA8EGl20/00012.wav,id11130/kYJi779BvMU/00002.wav,utt_004390,utt_004363,1,0.5312988758087158,success,
calibration_000468,id11130/FEam3q144yc/00001.wav,id11130/yY2yv2W4ZLk/00002.wav,utt_004295,utt_004424,1,0.5141196250915527,success,
calibration_000469,id10912/KRRbdyUUtLo/00004.wav,id10912/vvLu_7TpP8c/00014.wav,utt_002399,utt_002447,1,0.7205935120582581,success,
calibration_000470,id11130/NbELtjnkhYY/00003.wav,id11130/kYJi779BvMU/00004.wav,utt_004368,utt_004365,1,0.5861257314682007,success,
calibration_000471,id10912/EvCyt2keqW4/00008.wav,id10912/NBh6Y-hphmo/00017.wav,utt_002380,utt_002426,1,0.5261563062667847,success,
calibration_000472,id11130/BXJh_XZGrWo/00001.wav,id11130/SkG_FH0eh08/00002.wav,utt_004265,utt_004396,1,0.6574019193649292,success,
calibration_000473,id10393/zv3AoFFDWGs/00010.wav,id11136/X2Y1UPlq0j8/00003.wav,utt_001456,utt_004485,0,0.0654202401638031,success,
calibration_000474,id10724/DP5gCFoWgGI/00002.wav,id10724/YsVDo2AO_X0/00001.wav,utt_001881,utt_001989,1,0.4012291133403778,success,
calibration_000475,id10724/e-vuV1-N97Q/00001.wav,id10956/3z_KK_JmQQ4/00002.wav,utt_001891,utt_003238,0,0.1330675631761551,success,
calibration_000476,id10393/bGMrmiwphO0/00005.wav,id10393/c1JZyTDFDbk/00005.wav,utt_001211,utt_001225,1,0.6149642467498779,success,
calibration_000477,id10017/BuecddErOwU/00007.wav,id11100/_X7bgANxPnQ/00002.wav,utt_000351,utt_004060,0,0.08891744911670685,success,
calibration_000478,id10956/pJ4Jnsz1SsA/00020.wav,id11136/Axf1v9rZsEw/00010.wav,utt_003416,utt_004457,0,0.08149823546409607,success,
calibration_000479,id11130/FEam3q144yc/00001.wav,id11130/IZhnh1gf70g/00007.wav,utt_004295,utt_004335,1,0.4998539090156555,success,
calibration_000480,id10017/CYb_opUpiw4/00017.wav,id10017/xLakEK2bbQw/00003.wav,utt_000379,utt_000453,1,0.6352313160896301,success,
calibration_000481,id10852/3VjC4mp7ZZM/00003.wav,id10852/XuGp-z4niBY/00001.wav,utt_002015,utt_002172,1,0.7207399606704712,success,
calibration_000482,id11100/0dK_zszRMGE/00006.wav,id11136/Axf1v9rZsEw/00016.wav,utt_003989,utt_004463,0,0.2962128818035126,success,
calibration_000483,id11100/6geoWeYvFFw/00001.wav,id11100/xs7wQ9wxtZ0/00001.wav,utt_004048,utt_004168,1,0.6762749552726746,success,
calibration_000484,id10393/aWAguBjO03M/00001.wav,id10724/uw8SDDK6Mbk/00005.wav,utt_001198,utt_001925,0,-0.03370269387960434,success,
calibration_000485,id10393/h4Oc0gpPFM0/00001.wav,id10393/msOWiaq428g/00002.wav,utt_001278,utt_001314,1,0.7293627262115479,success,
calibration_000486,id11100/_X7bgANxPnQ/00006.wav,id11100/vLEjFXUFGQA/00006.wav,utt_004064,utt_004149,1,0.7371566295623779,success,
calibration_000487,id10393/sV_ohWbzzQg/00004.wav,id10393/zv3AoFFDWGs/00003.wav,utt_001374,utt_001449,1,0.5160853862762451,success,
calibration_000488,id10724/uw8SDDK6Mbk/00008.wav,id11130/IZhnh1gf70g/00009.wav,utt_001928,utt_004337,0,-0.08433060348033905,success,
calibration_000489,id10017/8rp9UYZp-zA/00001.wav,id11100/6Lv08Mbm1q0/00001.wav,utt_000323,utt_004054,0,0.0446273498237133,success,
calibration_000490,id10017/6ya9UpdRCPs/00001.wav,id10017/Px9R6A3XKDM/00001.wav,utt_000319,utt_000412,1,0.575282633304596,success,
calibration_000491,id10017/qFUUDSjCy5M/00003.wav,id10724/DP5gCFoWgGI/00005.wav,utt_000420,utt_001884,0,0.056603796780109406,success,
calibration_000492,id10852/bezBfE_aCrI/00002.wav,id10956/qM5zMKiGNgg/00006.wav,utt_002018,utt_003434,0,0.17831948399543762,success,
calibration_000493,id10724/kHSikgTOz70/00008.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001915,utt_001918,1,0.5142155885696411,success,
calibration_000494,id11100/I3_NJyP6jp0/00015.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_004106,utt_004497,0,0.1633649617433548,success,
calibration_000495,id10912/vvLu_7TpP8c/00009.wav,id10956/M2k_enZdWu4/00040.wav,utt_002442,utt_003369,0,0.09745758771896362,success,
calibration_000496,id10393/zv3AoFFDWGs/00016.wav,id11130/IZhnh1gf70g/00014.wav,utt_001462,utt_004342,0,0.293124794960022,success,
calibration_000497,id11100/Yp4Tnl9Ob9Y/00001.wav,id11130/uZCf5BK2BUQ/00002.wav,utt_004180,utt_004412,0,-0.0015078261494636536,success,
calibration_000498,id10393/JhbyTN4ivRg/00016.wav,id10956/pJ4Jnsz1SsA/00005.wav,utt_001298,utt_003401,0,0.048128653317689896,success,
calibration_000499,id11100/QmihWZJn-a4/00002.wav,id11100/xs7wQ9wxtZ0/00011.wav,utt_004135,utt_004178,1,0.6567068099975586,success,
calibration_000500,id10852/JZIc4U87Mr4/00020.wav,id10912/vvLu_7TpP8c/00009.wav,utt_002070,utt_002442,0,0.08209829032421112,success,
calibration_000501,id11130/7j_105F0RmM/00008.wav,id11130/YSNOW9_jlSY/00004.wav,utt_004237,utt_004420,1,0.6661985516548157,success,
calibration_000502,id10852/3VjC4mp7ZZM/00002.wav,id10852/ch1WvFNOL50/00001.wav,utt_002014,utt_002021,1,0.6797966361045837,success,
calibration_000503,id10017/iwN6Hu6xyM0/00001.wav,id10017/xH3Pp_5yxOk/00003.wav,utt_000393,utt_000430,1,0.7102571129798889,success,
calibration_000504,id10724/XVoRDzwHwDU/00032.wav,id10852/jZLH__45hVM/00006.wav,utt_001988,utt_002077,0,0.0021616409067064524,success,
calibration_000505,id10017/Px9R6A3XKDM/00003.wav,id10017/qFUUDSjCy5M/00002.wav,utt_000414,utt_000419,1,0.5690891742706299,success,
calibration_000506,id11136/7_Gb0VYQV3s/00002.wav,id11136/z1dLArSg5PQ/00001.wav,utt_004447,utt_004500,1,0.38767194747924805,success,
calibration_000507,id10852/2iV9HT3E1Ls/00002.wav,id10852/XgXbHX3_xIA/00002.wav,utt_001991,utt_002169,1,0.5857551097869873,success,
calibration_000508,id10724/XVoRDzwHwDU/00030.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001986,utt_001918,1,0.671448826789856,success,
calibration_000509,id10017/5VxX7ZI5z5s/00004.wav,id10724/DP5gCFoWgGI/00007.wav,utt_000316,utt_001886,0,0.07603678852319717,success,
calibration_000510,id11100/AnT9rKPkKG0/00003.wav,id11100/hFH3_Sz-V7w/00004.wav,utt_004067,utt_004087,1,0.7037854790687561,success,
calibration_000511,id10017/xH3Pp_5yxOk/00016.wav,id10393/dTOyxqXd_5M/00036.wav,utt_000443,utt_001269,0,0.17299573123455048,success,
calibration_000512,id10724/DP5gCFoWgGI/00001.wav,id11130/kYJi779BvMU/00001.wav,utt_001880,utt_004362,0,-0.08743979781866074,success,
calibration_000513,id10393/dTOyxqXd_5M/00015.wav,id11136/vZjpmzzZ_ng/00003.wav,utt_001248,utt_004481,0,0.11389650404453278,success,
calibration_000514,id11130/BXJh_XZGrWo/00001.wav,id11130/o-hOCXnEFGc/00001.wav,utt_004265,utt_004377,1,0.48182252049446106,success,
calibration_000515,id10393/WqPniXc7PxY/00014.wav,id11100/I3_NJyP6jp0/00011.wav,utt_001435,utt_004102,0,0.10596078634262085,success,
calibration_000516,id10912/JtTrbIAKVQg/00001.wav,id10912/VeqfQfXAwRY/00001.wav,utt_002395,utt_002433,1,0.5997552871704102,success,
calibration_000517,id10956/6ewLksV5OWo/00002.wav,id10956/QcoqcI_ReP4/00001.wav,utt_003248,utt_003428,1,0.5490610003471375,success,
calibration_000518,id11136/ydUt9GgHa9Q/00004.wav,id11136/z1dLArSg5PQ/00001.wav,utt_004497,utt_004500,1,0.4958740174770355,success,
calibration_000519,id11130/7j_105F0RmM/00006.wav,id11130/uZCf5BK2BUQ/00003.wav,utt_004235,utt_004413,1,0.7710378170013428,success,
calibration_000520,id10393/VG1kjxkcfcA/00001.wav,id10393/kLnCqvMY1uE/00005.wav,utt_001402,utt_001311,1,0.5491750240325928,success,
calibration_000521,id11136/Pded8L7dHCQ/00002.wav,id11136/X2Y1UPlq0j8/00005.wav,utt_004475,utt_004487,1,0.66716068983078,success,
calibration_000522,id10852/fRGTY9Zed8I/00008.wav,id10912/2yUgv3B_YcI/00013.wav,utt_002037,utt_002307,0,0.06699112057685852,success,
calibration_000523,id10724/XVoRDzwHwDU/00004.wav,id10852/2iV9HT3E1Ls/00013.wav,utt_001960,utt_002002,0,-0.07930830866098404,success,
calibration_000524,id10956/6ewLksV5OWo/00001.wav,id10956/E3vmxDVWP3Q/00004.wav,utt_003247,utt_003279,1,0.7321945428848267,success,
calibration_000525,id10393/bGMrmiwphO0/00001.wav,id10393/pxNluJ_THJg/00001.wav,utt_001207,utt_001361,1,0.5366688370704651,success,
calibration_000526,id10017/BuecddErOwU/00007.wav,id10912/2yUgv3B_YcI/00017.wav,utt_000351,utt_002311,0,-0.005592667032033205,success,
calibration_000527,id10852/cucj7WNGWmU/00004.wav,id11130/F8zXHQZ_VyA/00009.wav,utt_002027,utt_004287,0,-0.0023407340049743652,success,
calibration_000528,id11136/klEOH87-aro/00001.wav,id11136/lgn4MoVWAd0/00003.wav,utt_004470,utt_004473,1,0.5210419297218323,success,
calibration_000529,id10393/W6T8eysxkzU/00001.wav,id10393/zv3AoFFDWGs/00014.wav,utt_001420,utt_001460,1,0.6450617909431458,success,
calibration_000530,id10017/5r-26vNFeJU/00003.wav,id11100/AnT9rKPkKG0/00005.wav,utt_000305,utt_004069,0,0.01770906336605549,success,
calibration_000531,id10393/pxNluJ_THJg/00001.wav,id10393/sV_ohWbzzQg/00001.wav,utt_001361,utt_001371,1,0.4159538447856903,success,
calibration_000532,id10393/W6T8eysxkzU/00001.wav,id10956/M2k_enZdWu4/00035.wav,utt_001420,utt_003364,0,0.051223788410425186,success,
calibration_000533,id10393/VG1kjxkcfcA/00001.wav,id10393/dTOyxqXd_5M/00040.wav,utt_001402,utt_001273,1,0.6177566051483154,success,
calibration_000534,id10393/sV_ohWbzzQg/00015.wav,id11136/Axf1v9rZsEw/00014.wav,utt_001385,utt_004461,0,0.08749067038297653,success,
calibration_000535,id11130/HJnzTUM9G8E/00007.wav,id11130/U12nOxVy3WU/00003.wav,utt_004309,utt_004407,1,0.6013431549072266,success,
calibration_000536,id10017/5VxX7ZI5z5s/00004.wav,id11130/ajiJfJowUIA/00004.wav,utt_000316,utt_004242,0,0.019349487498402596,success,
calibration_000537,id11100/Yp4Tnl9Ob9Y/00018.wav,id11130/tXutBWbk5Mw/00003.wav,utt_004197,utt_004400,0,0.016618257388472557,success,
calibration_000538,id10912/WKkZvGACy8w/00003.wav,id11100/Yp4Tnl9Ob9Y/00011.wav,utt_002472,utt_004190,0,0.10009028017520905,success,
calibration_000539,id10393/pxNluJ_THJg/00001.wav,id10393/sV_ohWbzzQg/00017.wav,utt_001361,utt_001387,1,0.6368733048439026,success,
calibration_000540,id11100/Yp4Tnl9Ob9Y/00007.wav,id11130/7j_105F0RmM/00003.wav,utt_004186,utt_004232,0,-0.016780175268650055,success,
calibration_000541,id11100/AnT9rKPkKG0/00009.wav,id11100/EuASmewkxyc/00002.wav,utt_004073,utt_004076,1,0.7110336422920227,success,
calibration_000542,id10724/kHSikgTOz70/00006.wav,id11100/QmihWZJn-a4/00005.wav,utt_001913,utt_004138,0,0.017402194440364838,success,
calibration_000543,id11100/0dK_zszRMGE/00006.wav,id11100/_fBugquFhNE/00002.wav,utt_003989,utt_004057,1,0.770581841468811,success,
calibration_000544,id10724/T37JG3wNeTo/00001.wav,id10724/YsVDo2AO_X0/00001.wav,utt_001920,utt_001989,1,0.6404414772987366,success,
calibration_000545,id10393/bGMrmiwphO0/00001.wav,id10956/6ewLksV5OWo/00001.wav,utt_001207,utt_003247,0,-0.007315395399928093,success,
calibration_000546,id11130/IZhnh1gf70g/00027.wav,id11130/SkG_FH0eh08/00002.wav,utt_004355,utt_004396,1,0.7095131278038025,success,
calibration_000547,id10912/2yUgv3B_YcI/00006.wav,id11136/FNJVgXnZNXM/00002.wav,utt_002300,utt_004468,0,0.0167994387447834,success,
calibration_000548,id10724/9pNGll4IBls/00001.wav,id10724/gqGgO5EQ0HQ/00002.wav,utt_001879,utt_001901,1,0.7375562191009521,success,
calibration_000549,id10017/CYb_opUpiw4/00027.wav,id11130/3OERtMNQ0Is/00002.wav,utt_000389,utt_004225,0,0.04198893904685974,success,
calibration_000550,id10912/Yf93Q8L4xhs/00019.wav,id11100/zYrplLpL_hg/00003.wav,utt_002519,utt_004215,0,0.07803688198328018,success,
calibration_000551,id10724/DP5gCFoWgGI/00005.wav,id10724/R8Pw9GUJQ08/00001.wav,utt_001884,utt_001919,1,0.6651240587234497,success,
calibration_000552,id11136/7_Gb0VYQV3s/00002.wav,id11136/klEOH87-aro/00001.wav,utt_004447,utt_004470,1,0.49049440026283264,success,
calibration_000553,id10724/gqGgO5EQ0HQ/00002.wav,id11100/I3_NJyP6jp0/00014.wav,utt_001901,utt_004105,0,-0.010681315325200558,success,
calibration_000554,id10393/w3GPw1Kk2yQ/00009.wav,id11136/X2Y1UPlq0j8/00006.wav,utt_001411,utt_004488,0,0.09959688037633896,success,
calibration_000555,id10912/KRRbdyUUtLo/00009.wav,id10912/i4HQPxxEak8/00002.wav,utt_002404,utt_002393,1,0.7189357876777649,success,
calibration_000556,id10852/g5hgDbVpBQY/00002.wav,id10852/jZLH__45hVM/00008.wav,utt_002046,utt_002079,1,0.6599346995353699,success,
calibration_000557,id10956/OS1I7a4LNww/00007.wav,id11100/0dK_zszRMGE/00012.wav,utt_003385,utt_003995,0,0.08070603013038635,success,
calibration_000558,id11100/_X7bgANxPnQ/00002.wav,id11100/zYrplLpL_hg/00001.wav,utt_004060,utt_004213,1,0.7408524751663208,success,
calibration_000559,id10852/ch1WvFNOL50/00002.wav,id10852/jZLH__45hVM/00008.wav,utt_002022,utt_002079,1,0.6607059240341187,success,
calibration_000560,id10393/WqPniXc7PxY/00013.wav,id10852/sVUfcg8XQzg/00016.wav,utt_001434,utt_002109,0,0.13056303560733795,success,
calibration_000561,id10017/5VxX7ZI5z5s/00002.wav,id10017/Px9R6A3XKDM/00001.wav,utt_000314,utt_000412,1,0.6292102932929993,success,
calibration_000562,id11100/3gQ8REIxTmw/00009.wav,id11100/DWDK4jcBbJs/00001.wav,utt_004005,utt_004074,1,0.6627432703971863,success,
calibration_000563,id10393/1D22Tgx1k4A/00033.wav,id11100/3gQ8REIxTmw/00012.wav,utt_001176,utt_004008,0,0.10069990158081055,success,
calibration_000564,id10852/2iV9HT3E1Ls/00006.wav,id10852/QCbljH_QH9M/00004.wav,utt_001995,utt_002093,1,0.7328190207481384,success,
calibration_000565,id10912/67p2Yi5aHUM/00001.wav,id10912/KRRbdyUUtLo/00005.wav,utt_002321,utt_002400,1,0.6227286458015442,success,
calibration_000566,id10724/9pNGll4IBls/00001.wav,id10724/kHSikgTOz70/00004.wav,utt_001879,utt_001911,1,0.7635400891304016,success,
calibration_000567,id10912/NBh6Y-hphmo/00010.wav,id11136/7_Gb0VYQV3s/00002.wav,utt_002419,utt_004447,0,0.008507825434207916,success,
calibration_000568,id11130/YSNOW9_jlSY/00004.wav,id11130/h9TIhS400ow/00005.wav,utt_004420,utt_004300,1,0.6607571244239807,success,
calibration_000569,id10852/jZLH__45hVM/00011.wav,id11136/ydUt9GgHa9Q/00005.wav,utt_002082,utt_004498,0,0.06798982620239258,success,
calibration_000570,id10017/uy0-9hpmHJs/00002.wav,id10724/XVoRDzwHwDU/00002.wav,utt_000427,utt_001958,0,0.1631026417016983,success,
calibration_000571,id11100/vLEjFXUFGQA/00007.wav,id11100/wcAkOIVPI_I/00001.wav,utt_004150,utt_004153,1,0.5554852485656738,success,
calibration_000572,id10852/sVUfcg8XQzg/00015.wav,id11136/Axf1v9rZsEw/00004.wav,utt_002108,utt_004451,0,-0.041549134999513626,success,
calibration_000573,id11136/X2Y1UPlq0j8/00007.wav,id11136/ugbeDncv40A/00001.wav,utt_004489,utt_004478,1,0.833347737789154,success,
calibration_000574,id10724/uw8SDDK6Mbk/00018.wav,id10912/KRRbdyUUtLo/00004.wav,utt_001938,utt_002399,0,0.10097522288560867,success,
calibration_000575,id11130/HJnzTUM9G8E/00012.wav,id11130/QY-cK_Kc2OM/00001.wav,utt_004314,utt_004378,1,0.7325037717819214,success,
calibration_000576,id10724/9pNGll4IBls/00001.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001879,utt_001918,1,0.604211151599884,success,
calibration_000577,id11130/F8zXHQZ_VyA/00007.wav,id11130/Vd5d36VtZGE/00001.wav,utt_004285,utt_004416,1,0.580640971660614,success,
calibration_000578,id10393/VG1kjxkcfcA/00001.wav,id10393/bGMrmiwphO0/00005.wav,utt_001402,utt_001211,1,0.4823176860809326,success,
calibration_000579,id10852/QCbljH_QH9M/00004.wav,id11100/Yp4Tnl9Ob9Y/00003.wav,utt_002093,utt_004182,0,-0.012189676985144615,success,
calibration_000580,id11130/RNKUA8EGl20/00008.wav,id11130/o-hOCXnEFGc/00001.wav,utt_004386,utt_004377,1,0.45692944526672363,success,
calibration_000581,id10017/BuecddErOwU/00001.wav,id10017/Px9R6A3XKDM/00003.wav,utt_000345,utt_000414,1,0.6316882967948914,success,
calibration_000582,id10724/kHSikgTOz70/00003.wav,id10852/sVUfcg8XQzg/00073.wav,utt_001910,utt_002166,0,0.09872845560312271,success,
calibration_000583,id10852/sVUfcg8XQzg/00055.wav,id11136/FNJVgXnZNXM/00002.wav,utt_002148,utt_004468,0,-0.009327310137450695,success,
calibration_000584,id10017/bNNIcOJGy4w/00002.wav,id10956/pJ4Jnsz1SsA/00018.wav,utt_000342,utt_003414,0,0.16168978810310364,success,
calibration_000585,id10912/KRRbdyUUtLo/00005.wav,id11130/HJnzTUM9G8E/00007.wav,utt_002400,utt_004309,0,0.1268053501844406,success,
calibration_000586,id10956/OS1I7a4LNww/00015.wav,id11130/3OERtMNQ0Is/00003.wav,utt_003393,utt_004226,0,0.15727593004703522,success,
calibration_000587,id10724/uw8SDDK6Mbk/00011.wav,id10956/M2k_enZdWu4/00001.wav,utt_001931,utt_003330,0,0.03927166014909744,success,
calibration_000588,id10956/CkhXmrKN5A8/00003.wav,id10956/mJt1EYfxAt4/00001.wav,utt_003275,utt_003378,1,0.566678524017334,success,
calibration_000589,id10724/xS_Mh-DOAI0/00007.wav,id10956/SK9iVw56wXs/00009.wav,utt_001945,utt_003463,0,0.15095528960227966,success,
calibration_000590,id10017/CYb_opUpiw4/00029.wav,id10017/pOJlOI5cDZw/00001.wav,utt_000391,utt_000406,1,0.6845396757125854,success,
calibration_000591,id11130/EsDpyZaVI0Q/00002.wav,id11130/F8zXHQZ_VyA/00005.wav,utt_004267,utt_004283,1,0.5990356206893921,success,
calibration_000592,id10852/sVUfcg8XQzg/00012.wav,id10956/RsUKqz-Ng84/00001.wav,utt_002105,utt_003447,0,0.19106340408325195,success,
calibration_000593,id11136/FNJVgXnZNXM/00001.wav,id11136/vZjpmzzZ_ng/00002.wav,utt_004467,utt_004480,1,0.285824179649353,success,
calibration_000594,id10852/sVUfcg8XQzg/00042.wav,id11136/ugbeDncv40A/00001.wav,utt_002135,utt_004478,0,0.021067708730697632,success,
calibration_000595,id11100/0dK_zszRMGE/00008.wav,id11100/AnT9rKPkKG0/00004.wav,utt_003991,utt_004068,1,0.6809985637664795,success,
calibration_000596,id10393/DMBVJM39ybM/00002.wav,id10912/ad3NhT2tA7E/00022.wav,utt_001229,utt_002348,0,0.02577650360763073,success,
calibration_000597,id11100/0dK_zszRMGE/00012.wav,id11136/FNJVgXnZNXM/00001.wav,utt_003995,utt_004467,0,0.25866466760635376,success,
calibration_000598,id11100/3wHTyqxyDqk/00003.wav,id11100/hFH3_Sz-V7w/00001.wav,utt_004019,utt_004084,1,0.7515130639076233,success,
calibration_000599,id10017/pOJlOI5cDZw/00004.wav,id11136/Axf1v9rZsEw/00017.wav,utt_000409,utt_004464,0,-0.031141281127929688,success,
calibration_000600,id10017/Pkfu9rKM5QA/00001.wav,id10017/uy0-9hpmHJs/00001.wav,utt_000399,utt_000426,1,0.5488883256912231,success,
calibration_000601,id11136/7_Gb0VYQV3s/00001.wav,id11136/Pded8L7dHCQ/00004.wav,utt_004446,utt_004477,1,0.4895469546318054,success,
calibration_000602,id10912/ad3NhT2tA7E/00015.wav,id11130/kYJi779BvMU/00001.wav,utt_002341,utt_004362,0,0.09233572334051132,success,
calibration_000603,id10912/H5qe-mHhOyQ/00007.wav,id10912/i4HQPxxEak8/00002.wav,utt_002391,utt_002393,1,0.694892942905426,success,
calibration_000604,id10912/WKkZvGACy8w/00010.wav,id10956/M2k_enZdWu4/00048.wav,utt_002479,utt_003377,0,0.13028357923030853,success,
calibration_000605,id11136/dRFCuIsUAOU/00002.wav,id11136/ydUt9GgHa9Q/00002.wav,utt_004466,utt_004495,1,0.6666377782821655,success,
calibration_000606,id11100/I3_NJyP6jp0/00014.wav,id11130/ajiJfJowUIA/00013.wav,utt_004105,utt_004251,0,0.010269164107739925,success,
calibration_000607,id11136/Axf1v9rZsEw/00008.wav,id11136/ugbeDncv40A/00001.wav,utt_004455,utt_004478,1,0.5938296318054199,success,
calibration_000608,id11100/_X7bgANxPnQ/00003.wav,id11100/xs7wQ9wxtZ0/00003.wav,utt_004061,utt_004170,1,0.702125608921051,success,
calibration_000609,id10852/2iV9HT3E1Ls/00011.wav,id10852/LcbUtnkKDxU/00001.wav,utt_002000,utt_002089,1,0.6869083046913147,success,
calibration_000610,id11100/_fBugquFhNE/00002.wav,id11136/7_Gb0VYQV3s/00001.wav,utt_004057,utt_004446,0,0.21655552089214325,success,
calibration_000611,id10724/R8Pw9GUJQ08/00001.wav,id10724/T37JG3wNeTo/00001.wav,utt_001919,utt_001920,1,0.5811136364936829,success,
calibration_000612,id10852/2iV9HT3E1Ls/00014.wav,id10912/ad3NhT2tA7E/00018.wav,utt_002003,utt_002344,0,0.07526695728302002,success,
calibration_000613,id10724/e-vuV1-N97Q/00005.wav,id10912/wrWW-p4guKQ/00004.wav,utt_001895,utt_002497,0,0.1259608119726181,success,
calibration_000614,id10017/CYb_opUpiw4/00001.wav,id10724/DP5gCFoWgGI/00011.wav,utt_000363,utt_001890,0,-0.04337248206138611,success,
calibration_000615,id10912/6wBjQ6soleU/00003.wav,id10912/csbEEsKuRO8/00001.wav,utt_002326,utt_002359,1,0.701591968536377,success,
calibration_000616,id10393/BRo6B3N-hcY/00008.wav,id10393/dTOyxqXd_5M/00020.wav,utt_001220,utt_001253,1,0.6738308668136597,success,
calibration_000617,id10017/bNNIcOJGy4w/00002.wav,id10017/xH3Pp_5yxOk/00023.wav,utt_000342,utt_000450,1,0.6282418966293335,success,
calibration_000618,id10956/RFfFOkaYMTU/00008.wav,id10956/pJ4Jnsz1SsA/00015.wav,utt_003442,utt_003411,1,0.720886766910553,success,
calibration_000619,id10956/qM5zMKiGNgg/00004.wav,id11100/3wHTyqxyDqk/00010.wav,utt_003432,utt_004026,0,0.11060170084238052,success,
calibration_000620,id10017/CYb_opUpiw4/00019.wav,id11100/_X7bgANxPnQ/00005.wav,utt_000381,utt_004063,0,0.061981648206710815,success,
calibration_000621,id10017/6ya9UpdRCPs/00001.wav,id10017/pOJlOI5cDZw/00003.wav,utt_000319,utt_000408,1,0.5840436816215515,success,
calibration_000622,id10393/w3GPw1Kk2yQ/00011.wav,id11130/HJnzTUM9G8E/00008.wav,utt_001413,utt_004310,0,0.13417647778987885,success,
calibration_000623,id10956/5ipwzaOLhPQ/00004.wav,id10956/8Jim3lamzDQ/00009.wav,utt_003246,utt_003257,1,0.7640191316604614,success,
calibration_000624,id10017/8rp9UYZp-zA/00015.wav,id10912/67p2Yi5aHUM/00003.wav,utt_000337,utt_002323,0,0.07563690841197968,success,
calibration_000625,id10912/vvLu_7TpP8c/00004.wav,id10956/M2k_enZdWu4/00043.wav,utt_002437,utt_003372,0,0.1939002275466919,success,
calibration_000626,id10393/dTOyxqXd_5M/00009.wav,id11136/X2Y1UPlq0j8/00003.wav,utt_001242,utt_004485,0,0.06512311846017838,success,
calibration_000627,id10393/BRo6B3N-hcY/00002.wav,id10393/h4Oc0gpPFM0/00001.wav,utt_001214,utt_001278,1,0.6285075545310974,success,
calibration_000628,id10912/6wBjQ6soleU/00001.wav,id10912/KRRbdyUUtLo/00005.wav,utt_002324,utt_002400,1,0.5484552979469299,success,
calibration_000629,id10393/5tY3jMpviwk/00001.wav,id10393/aWAguBjO03M/00003.wav,utt_001197,utt_001200,1,0.7339156270027161,success,
calibration_000630,id11100/Yp4Tnl9Ob9Y/00028.wav,id11136/Axf1v9rZsEw/00015.wav,utt_004207,utt_004462,0,0.19093644618988037,success,
calibration_000631,id10017/8rp9UYZp-zA/00010.wav,id10017/qFUUDSjCy5M/00004.wav,utt_000332,utt_000421,1,0.633655309677124,success,
calibration_000632,id10017/Pkfu9rKM5QA/00002.wav,id10017/PynZ3bQ3Ga4/00001.wav,utt_000400,utt_000416,1,0.4155752956867218,success,
calibration_000633,id11136/X2Y1UPlq0j8/00010.wav,id11136/klEOH87-aro/00001.wav,utt_004492,utt_004470,1,0.6284892559051514,success,
calibration_000634,id11100/0dK_zszRMGE/00004.wav,id11100/AnT9rKPkKG0/00004.wav,utt_003987,utt_004068,1,0.7571454644203186,success,
calibration_000635,id11100/XI667cEMR_c/00004.wav,id11130/nHUYI8o-lWg/00004.wav,utt_004157,utt_004373,0,0.0904013067483902,success,
calibration_000636,id10956/E3vmxDVWP3Q/00004.wav,id10956/RFfFOkaYMTU/00005.wav,utt_003279,utt_003439,1,0.5234137177467346,success,
calibration_000637,id10017/8rp9UYZp-zA/00002.wav,id10393/oyWxfzbelHo/00003.wav,utt_000324,utt_001317,0,0.04229462146759033,success,
calibration_000638,id10724/e-vuV1-N97Q/00008.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001898,utt_001918,1,0.6223748922348022,success,
calibration_000639,id11100/6geoWeYvFFw/00003.wav,id11100/vLrQoGW2KSI/00002.wav,utt_004050,utt_004152,1,0.7309580445289612,success,
calibration_000640,id11130/Zgl6gxMr9x0/00009.wav,id11136/FNJVgXnZNXM/00001.wav,utt_004440,utt_004467,0,0.10325682908296585,success,
calibration_000641,id10724/6tFEkfsIeXk/00004.wav,id10724/DP5gCFoWgGI/00005.wav,utt_001877,utt_001884,1,0.5388965010643005,success,
calibration_000642,id10852/2iV9HT3E1Ls/00019.wav,id10852/414w9yfPr_s/00001.wav,utt_002008,utt_002016,1,0.764903724193573,success,
calibration_000643,id11136/JrfsarsjqF4/00001.wav,id11136/vZjpmzzZ_ng/00001.wav,utt_004469,utt_004479,1,0.4105165898799896,success,
calibration_000644,id10724/e-vuV1-N97Q/00002.wav,id11130/EU13lStSa-k/00001.wav,utt_001892,utt_004268,0,-0.0888810083270073,success,
